,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
6953,Cartrade.com,3.9,(76 Reviews),Private,"Mumbai,Maharashtra + 13 more",14 years old,1k-5k Employees (India)
6954,Indian Synthetic...,4,(76 Reviews),Private,Noida + 3 more,13 years old,201-500 Employees (India)
6955,Spear Logistics,3.7,(76 Reviews),Private,"Pune,Maharashtra + 13 more",22 years old,1k-5k Employees (Global)
6956,Convergent Commu...,4,(76 Reviews),Private,Bengaluru + 17 more,22 years old,51-200 Employees (India)
6957,ARK Infosolution...,3.8,(76 Reviews),Private,"Mumbai,Maharashtra + 9 more",11 years old,201-500 Employees (India)
6958,GP Strategies,3.8,(76 Reviews),Private,"Columbia,Maryland + 2 more",57 years old,201-500 Employees (India)
6959,Gromax Agri Equi...,3.8,(76 Reviews),Private,Vadodara + 10 more,63 years old,501-1k Employees (India)
6960,OptiSol Business...,4.5,(76 Reviews),Private,"Chennai,Tamil Nadu + 2 more",17 years old,201-500 Employees (India)
6961,Dentsu Aegis Net...,3.5,(125 Reviews),Private,"London,England + 9 more",34 years old,1k-5k Employees (India)
6962,Intuit,4.3,(77 Reviews),Private,"Mountain View,California + 3 more",18 years old,1k-5k Employees (India)
6963,IMCO Engineering...,4.6,(75 Reviews),Ahmadi + 5 more,53 years old,51-200 Employees (India),
6964,Opulentus Overse...,3,(75 Reviews),Private,Hyderabad + 8 more,22 years old,201-500 Employees (India)
6965,Girmiti Software,3.8,(75 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",11 years old,201-500 Employees (India)
6966,Basware,3.9,(75 Reviews),Private,Espoo + 1 more,38 years old,501-1k Employees (India)
6967,Western Coalfiel...,4.2,(75 Reviews),Public,Nagpur + 10 more,48 years old,1 Lakh+ Employees (India)
6968,Choksi Laborator...,3.7,(75 Reviews),Public,"Indore,Madhya Pradesh + 4 more",41 years old,51-200 Employees (India)
6969,Inchcape Shippin...,3.4,(75 Reviews),Private,London + 8 more,176 years old,201-500 Employees (India)
6970,Quatrro Mortgage...,3,(75 Reviews),Private,Marietta + 2 more,17 years old,51-200 Employees (India)
6971,Adaequare,4.1,(75 Reviews),Private,Chantilly + 2 more,22 years old,201-500 Employees (India)
6972,Ntrust Infotech,3.6,(75 Reviews),Private,"Irvine,California",20 years old,51-200 Employees (India)
6973,Coviam,4.3,(75 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",8 years old,51-200 Employees (India)
6974,FICCI,3.7,(75 Reviews),Public,"Delhi/NCR,Delhi + 9 more",96 years old,501-1k Employees (India)
6975,Winjit Technolog...,3.7,(75 Reviews),Private,"Nashik,Maharashtra + 2 more",19 years old,201-500 Employees (India)
6976,Reebok,4.4,(75 Reviews),Private,Boston + 34 more,65 years old,5k-10k Employees (Global)
6977,Bangalore Baptis...,4.5,(75 Reviews),Private,"Bangalore/Bengaluru,Karnataka",50 years old,1k-5k Employees (India)
6978,Sharda Cropchem,4.4,(75 Reviews),Public,"Mumbai,Maharashtra + 7 more",36 years old,201-500 Employees (India)
6979,Damac Properties,3.4,(75 Reviews),Private,Dubai + 3 more,21 years old,1k-5k Employees (Global)
6980,Peekay Steel Cas...,4.4,(75 Reviews),Private,Calicut + 2 more,32 years old,201-500 Employees (India)
6981,Prompt Personnel...,3.6,(75 Reviews),Private,"Mumbai,Maharashtra + 18 more",26 years old,201-500 Employees (India)
6982,Allahabad High C...,4.2,(75 Reviews),Private,Allahabad + 6 more,154 years old,5k-10k Employees (India)
6983,Transdyne IT Ser...,3.5,(75 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",21 years old,51-200 Employees (India)
6984,Bayer Zydus Phar...,3.8,(75 Reviews),Private,Thane + 20 more,12 years old,501-1k Employees (India)
6985,AccSource KPO,4.2,(75 Reviews),Private,Sydney,15 years old,51-200 Employees (India)
6986,GTT Communicatio...,3.9,(75 Reviews),Private,McLean,25 years old,201-500 Employees (India)
6987,Deoleo,4.1,(75 Reviews),Private,"Rivas Vaciamadrid,Madrid + 16 more",33 years old,51-200 Employees (India)
6988,Dura-Line,4.4,(75 Reviews),Knoxville + 5 more,52 years old,201-500 Employees (India),
6989,PATH India,4.3,(75 Reviews),New Delhi + 18 more,51-200 Employees (India),,
6990,Ola Foods,3.6,(75 Reviews),Bengaluru/Bangalore + 12 more,1k-5k Employees (India),,
6991,Trufedu Budgetar...,3.8,(75 Reviews),Bengaluru/Bangalore + 9 more,11-50 Employees (India),,
6992,HGS TECHNOLOGIES,3.9,(75 Reviews),Bengaluru/Bangalore + 11 more,11-50 Employees (India),,
6993,Ambuja Cement Fo...,4.2,(75 Reviews),Mumbai + 26 more,30 years old,51-200 Employees (India),
6994,Zydus Hospira On...,4.3,(75 Reviews),Ahmedabad + 2 more,,,
6995,Auma,4.1,(75 Reviews),Private,Muellheim + 4 more,59 years old,201-500 Employees (India)
6996,DIN Engineering ...,3.6,(75 Reviews),Noida + 1 more,24 years old,501-1k Employees (India),
6997,Waah Jobs,4.3,(75 Reviews),"Bangalore,Karnataka + 10 more",8 years old,1-10 Employees (India),
6998,Logelite,4.5,(75 Reviews),Private,"Lucknow,Uttar Pradesh + 2 more",11 years old,51-200 Employees (India)
6999,Archwell Operati...,3.4,(75 Reviews),"Deerfield Beach,Florida + 1 more",51-200 Employees (India),,
7000,Andhra Pradesh S...,4.4,(75 Reviews),Vijayawada + 18 more,65 years old,,
7001,Princeware,3.5,(75 Reviews),Private,Mumbai + 14 more,45 years old,51-200 Employees (India)
7002,Lotus Footwear E...,4.1,(75 Reviews),Private,Tamil Nadu + 5 more,52 years old,10k-50k Employees (India)
7003,Pegasus InfoCorp,3.1,(75 Reviews),Private,"Mumbai,Maharashtra + 6 more",20 years old,201-500 Employees (India)
7004,NBFC,4.4,(75 Reviews),Gurgaon/Gurugram + 36 more,50k-1 Lakh Employees (India),,
7005,Centillion Solut...,3.9,(75 Reviews),Bengaluru + 23 more,17 years old,51-200 Employees (India),
7006,Shreem Electrics,3.7,(75 Reviews),Public,Kolhapur + 17 more,47 years old,501-1k Employees (India)
7007,Qatar Steel,4.4,(75 Reviews),Private,Doha + 5 more,49 years old,1k-5k Employees (India)
7008,Hyundai Steel,3.9,(75 Reviews),Private,Seoul + 5 more,13 years old,501-1k Employees (India)
7009,Mawana Sugars,4.4,(75 Reviews),Public,"Gurgaon/Gurugram,Haryana + 4 more",62 years old,1k-5k Employees (India)
7010,Viom Networks,4.4,(75 Reviews),Private,Gurgaon + 23 more,13 years old,1k-5k Employees (India)
7011,Zamil,3.8,(75 Reviews),Private,Al Khobar + 8 more,103 years old,201-500 Employees (India)
7012,Airef Engineers,4,(75 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",37 years old,1k-5k Employees (India)
7013,NELCAST,3.7,(75 Reviews),Public,"Chennai,Tamil Nadu + 4 more",41 years old,501-1k Employees (India)
7014,94.3 MY FM,3.8,(75 Reviews),Private,Noida + 23 more,17 years old,201-500 Employees (India)
7015,L&T Infrastructu...,3.9,(75 Reviews),Chennai + 27 more,501-1k Employees (India),,
7016,Elysium Pharmace...,3,(75 Reviews),Public,"Vadodara/Baroda,Gujarat + 1 more",27 years old,51-200 Employees (India)
7017,Ellucian Higher ...,4.3,(75 Reviews),Private,"Reston,Virginia",12 years old,501-1k Employees (India)
7018,Dai Ichi,3.2,(75 Reviews),Public,"Mumbai,Maharashtra + 8 more",63 years old,501-1k Employees (India)
7019,Connect India E ...,3.6,(75 Reviews),Private,Bangalore + 24 more,8 years old,51-200 Employees (India)
7020,Freedom English ...,3.9,(75 Reviews),New Delhi + 8 more,13 years old,501-1k Employees (India),
7021,Express Roadways,3.6,(75 Reviews),New Delhi + 22 more,30 years old,51-200 Employees (India),
7022,D A V School,4.4,(75 Reviews),Private,Chamba + 31 more,50k-1 Lakh Employees (India),
7023,Bullmen Realty,2.4,(75 Reviews),Private,"Noida,Uttar Pradesh + 9 more",8 years old,201-500 Employees (India)
7024,Sundaram Industr...,4.2,(75 Reviews),Chennai + 10 more,80 years old,1k-5k Employees (India),
7025,Dolphin Sutures,4.7,(75 Reviews),Private,"Bengaluru,Karnataka + 5 more",29 years old,201-500 Employees (India)
7026,East India Techn...,3.2,(75 Reviews),Private,Bengaluru + 4 more,34 years old,51-200 Employees (India)
7027,K2k Infrastructu...,4.3,(75 Reviews),Private,Bangaluru + 4 more,16 years old,51-200 Employees (India)
7028,Vasant Chemicals,4.1,(75 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",45 years old,51-200 Employees (India)
7029,Gadgetwood Eserv...,4.1,(75 Reviews),Private,"Delhi,NCT + 7 more",10 years old,51-200 Employees (India)
7030,Cachet Pharmaceu...,4.2,(75 Reviews),Private,Mumbai + 15 more,45 years old,201-500 Employees (India)
7031,Indel Money,4.1,(75 Reviews),Private,"Ernakulam,Kerala + 26 more",21 years old,501-1k Employees (India)
7032,Reliance Foundat...,4.4,(75 Reviews),Private,"Nagpur,Maharashtra + 23 more",32 years old,201-500 Employees (India)
7033,Polmon Instrumen...,3.9,(75 Reviews),Private,Hyderabad + 1 more,31 years old,51-200 Employees (India)
7034,Cameo Global,3.8,(75 Reviews),Private,"Pleasanton,California + 1 more",18 years old,201-500 Employees (India)
7035,Sonovision-Aetos,3.7,(75 Reviews),Private,"Bangalore/Bengaluru,Karnataka",17 years old,201-500 Employees (India)
7036,Sutures India,4.2,(75 Reviews),Private,"Bangalore,Karnataka + 17 more",31 years old,201-500 Employees (India)
7037,Rotex,3.8,(75 Reviews),Public,Mumbai + 7 more,56 years old,201-500 Employees (India)
7038,Garuda Power,4,(75 Reviews),Private,Asansol + 10 more,14 years old,51-200 Employees (India)
7039,Optimize IT Syst...,3.8,(75 Reviews),Private,Bidhannagar + 7 more,13 years old,201-500 Employees (India)
7040,Hindustan Colas,3.7,(75 Reviews),Private,"Mumbai,Maharashtra + 13 more",27 years old,201-500 Employees (India)
7041,UTI Mutual Fund,4,(75 Reviews),Private,Mumbai + 35 more,60 years old,1k-5k Employees (India)
7042,DLV Software,3.9,(75 Reviews),11-50 Employees (India),,,
7043,Streebo,4.5,(75 Reviews),Private,Houston + 1 more,51-200 Employees (India),
7044,Indus Health Plu...,3.3,(75 Reviews),Private,"Pune,Maharashtra + 11 more",23 years old,201-500 Employees (India)
7045,Wunderman,2.9,(75 Reviews),Private,New York + 5 more,65 years old,50k-1 Lakh Employees (Global)
7046,MKU,3.1,(75 Reviews),Private,"Kanpur,Uttar Pradesh + 7 more",38 years old,51-200 Employees (India)
7047,Birla Open Minds...,3.7,(75 Reviews),Private,"Mumbai,Maharashtra + 14 more",13 years old,1 Lakh+ Employees (India)
7048,Object Technolog...,3.8,(75 Reviews),Private,"Overland Park,Kansas + 4 more",13 years old,201-500 Employees (India)
7049,Srei Infrastruct...,4.4,(381 Reviews),Public,Kolkata + 26 more,38 years old,51-200 Employees (India)
7050,Aero Club,3.8,(138 Reviews),Private,"Delhi/NCR,New Delhi + 19 more",96 years old,1k-5k Employees (India)
7051,Kaar Tech,4.2,(74 Reviews),Private,Chennai + 1 more,18 years old,501-1k Employees (India)
7052,Affine,3.9,(74 Reviews),Private,"Bangalore,Karnataka",12 years old,201-500 Employees (India)
7053,IFTM University,3.1,(74 Reviews),Private,Moradabad + 7 more,27 years old,501-1k Employees (India)
7054,Rays Power Infra,4.2,(74 Reviews),Private,"Jaipur,Rajasthan + 7 more",12 years old,201-500 Employees (India)
7055,Gateway Group,2.5,(74 Reviews),Private,"Ahmedabad,Gujarat + 3 more",26 years old,501-1k Employees (India)
7056,SPARX IT Solutio...,4,(74 Reviews),Private,"Noida,Uttar Pradesh + 2 more",15 years old,51-200 Employees (India)
7057,MFX,3.7,(74 Reviews),Private,Morris Plains + 11 more,22 years old,501-1k Employees (India)
7058,Akorn,4.4,(74 Reviews),Private,"Lake Forest,Illinois + 4 more",52 years old,201-500 Employees (India)
7059,Volvo Constructi...,4.3,(74 Reviews),Private,Gothenburg + 13 more,191 years old,1k-5k Employees (India)
7060,JMT Auto,4,(74 Reviews),Public,"Jamshedpur,Jharkhand + 3 more",36 years old,501-1k Employees (India)
7061,Orange Mantra,4,(74 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",22 years old,51-200 Employees (India)
7062,Six Red Marbles,3.6,(74 Reviews),Private,Medford + 3 more,27 years old,51-200 Employees (India)
7063,Jaypee Brothers ...,3.3,(74 Reviews),Private,"Delhi/NCR,Delhi + 9 more",54 years old,501-1k Employees (India)
7064,TCI,3.9,(74 Reviews),Private,"Gurgaon/Gurugram,Haryana + 20 more",65 years old,
7065,Medvarsity Onlin...,3.4,(74 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 3 more",23 years old,201-500 Employees (India)
7066,Medgenome Labs,3.4,(74 Reviews),Private,"Bangalore,Karnataka + 9 more",10 years old,201-500 Employees (India)
7067,W3Softech India,4,(74 Reviews),Private,"Hyderabad/Secunderabad,Telangana",12 years old,51-200 Employees (India)
7068,iNeuron.ai,4.4,(74 Reviews),Bengaluru/Bangalore + 1 more,51-200 Employees (India),,
7069,Student Life,3.8,(74 Reviews),"Kolkata,West Bengal + 21 more",5 years old,1 Lakh+ Employees (India),
7070,Primus Techsyste...,4,(74 Reviews),Pune + 5 more,13 years old,201-500 Employees (India),
7071,Transact Global,3.6,(74 Reviews),Private,Bengaluru + 1 more,15 years old,201-500 Employees (India)
7072,Chevrolet,4.5,(74 Reviews),Private,"Detroit,Michigan + 36 more",112 years old,201-500 Employees (India)
7073,Talent Sprint,4.3,(74 Reviews),"Hyderabad/Secunderabad,Telangana",15 years old,201-500 Employees (India),
7074,Eastern Book Com...,3.6,(74 Reviews),Private,Lucknow + 8 more,81 years old,51-200 Employees (India)
7075,Manav Rachna Int...,3.9,(74 Reviews),Faridabad + 2 more,26 years old,501-1k Employees (India),
7076,QUTONE CERAMIC,3.3,(74 Reviews),Private,"Ahmedabad,Gujarat + 17 more",15 years old,51-200 Employees (India)
7077,Dr B Lal Clinica...,4.1,(74 Reviews),Private,"Jaipur,Rajasthan + 6 more",32 years old,201-500 Employees (India)
7078,Dynamic Techno M...,4,(74 Reviews),Private,Aluva + 17 more,43 years old,11-50 Employees (India)
7079,Dezire Research,4.4,(74 Reviews),Indore,7 years old,51-200 Employees (India),
7080,Healthium Medtec...,3.8,(74 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 14 more",31 years old,501-1k Employees (India)
7081,Gram Panchayat,4,(74 Reviews),Palakkad + 17 more,,,
7082,FAIRWAY ENTERPRI...,3.9,(74 Reviews),Pochampalli + 4 more,51-200 Employees (India),,
7083,Bhilai Iron And ...,4.2,(74 Reviews),Private,Bhilai + 2 more,15 years old,10k-50k Employees (India)
7084,Student Life,3.8,(74 Reviews),"Kolkata,West Bengal + 21 more",5 years old,1 Lakh+ Employees (India),
7085,Nahars Engineeri...,3.3,(74 Reviews),Aurangabad + 3 more,44 years old,1k-5k Employees (Global),
7086,W Pratiksha Hosp...,4.3,(74 Reviews),Private,"Guwahati,Assam + 2 more",16 years old,201-500 Employees (India)
7087,Avanze Technolog...,2.9,(74 Reviews),Private,Florida + 2 more,8 years old,501-1k Employees (India)
7088,Belstar Microfin...,4.4,(74 Reviews),Chennai + 39 more,1k-5k Employees (India),,
7089,Cherise India,4.9,(74 Reviews),"Mumbai,Maharashtra + 2 more",5k-10k Employees (India),,
7090,iNeuron.ai,4.4,(74 Reviews),Bengaluru/Bangalore + 1 more,51-200 Employees (India),,
7091,FM LOGISTIC,3.8,(74 Reviews),Private,Lorraine + 15 more,56 years old,1k-5k Employees (India)
7092,QUADRANT RESOURC...,3.2,(74 Reviews),"Redmond,Washington + 2 more",501-1k Employees (India),,
7093,Desnor Destinati...,4.3,(74 Reviews),,,,
7094,ABP Network,4.3,(74 Reviews),"Noida,Uttar Pradesh + 10 more",20 years old,1k-5k Employees (India),
7095,IFTM University,3.1,(74 Reviews),Private,Moradabad + 7 more,27 years old,501-1k Employees (India)
7096,SPARX IT Solutio...,4,(74 Reviews),Private,"Noida,Uttar Pradesh + 2 more",15 years old,51-200 Employees (India)
7097,Medgenome Labs,3.4,(74 Reviews),Private,"Bangalore,Karnataka + 9 more",10 years old,201-500 Employees (India)
7098,Indo Schottle Au...,3.6,(74 Reviews),Pune + 2 more,37 years old,501-1k Employees (India),
7099,Genisys Informat...,3.5,(74 Reviews),Private,"London,England + 1 more",18 years old,501-1k Employees (India)
7100,Cex Webuy Entert...,3.7,(74 Reviews),Private,"Mumbai,Maharastra + 9 more",31 years old,1k-5k Employees (India)
7101,Fare Labs,3.3,(74 Reviews),Gurugram + 2 more,24 years old,51-200 Employees (India),
7102,KaaShiv InfoTech...,4.9,(74 Reviews),Chennai,51-200 Employees (India),,
7103,SysArc Infomatix,3.7,(74 Reviews),Private,"Chennai,Tamil Nadu + 3 more",26 years old,11-50 Employees (India)
7104,Volvo Constructi...,4.3,(74 Reviews),Private,Gothenburg + 13 more,191 years old,1k-5k Employees (India)
7105,CBSE,4,(74 Reviews),Private,Delhi + 39 more,5k-10k Employees (Global),
7106,Orange Mantra,4,(74 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",22 years old,51-200 Employees (India)
7107,Gateway Group,2.5,(74 Reviews),Private,"Ahmedabad,Gujarat + 3 more",26 years old,501-1k Employees (India)
7108,Six Red Marbles,3.6,(74 Reviews),Private,Medford + 3 more,27 years old,51-200 Employees (India)
7109,Huron Consulting...,4.2,(74 Reviews),Private,"Chicago,Illinois + 4 more",21 years old,501-1k Employees (India)
7110,ABIL Group,3.9,(74 Reviews),Private,"Pune,Maharashtra",44 years old,1k-5k Employees (India)
7111,Kommineni Infote...,3,(74 Reviews),Private,Hyderabad + 20 more,25 years old,1k-5k Employees (Global)
7112,M Tech Innovatio...,3.2,(74 Reviews),Private,"Pune,Maharashtra + 5 more",31 years old,201-500 Employees (India)
7113,S.k Educations,3.7,(74 Reviews),Private,"Delhi/NCR,New Delhi + 9 more",24 years old,51-200 Employees (India)
7114,Way2wealth Broke...,3.4,(74 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 16 more",39 years old,501-1k Employees (India)
7115,Impulse,4.1,(74 Reviews),Private,Gurgaon + 10 more,41 years old,501-1k Employees (India)
7116,Cyient DLM,3.9,(74 Reviews),Hyderabad + 5 more,32 years old,10k+ Employees (Global),
7117,Tyco Internation...,4.5,(74 Reviews),New Jersey + 16 more,63 years old,50k-1 Lakh Employees (Global),
7118,The Hindu Group,4.2,(74 Reviews),Public,Chennai + 10 more,145 years old,1k-5k Employees (Global)
7119,Skp Business Con...,3.6,(74 Reviews),Mumbai + 3 more,25 years old,501-1k Employees (India),
7120,Digital Academy ...,4.8,(74 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",8 years old,201-500 Employees (India)
7121,Dezire Research,4.4,(74 Reviews),Indore,7 years old,51-200 Employees (India),
7122,Bhilai Iron And ...,4.2,(74 Reviews),Private,Bhilai + 2 more,15 years old,10k-50k Employees (India)
7123,Minda Kyoraku,3.4,(74 Reviews),Public,Gurugram + 8 more,15 years old,51-200 Employees (India)
7124,Gensol Engineeri...,4.2,(74 Reviews),Public,"Ahmedabad,Gujarat + 11 more",16 years old,51-200 Employees (India)
7125,Mindseed,4.1,(74 Reviews),Private,Navi Mumbai + 10 more,11 years old,51-200 Employees (India)
7126,Doms Industries,3.9,(74 Reviews),Private,"Vapi,Gujarat + 14 more",47 years old,201-500 Employees (India)
7127,Avanze Technolog...,2.9,(74 Reviews),Private,Florida + 2 more,8 years old,501-1k Employees (India)
7128,FM LOGISTIC,3.8,(74 Reviews),Private,Lorraine + 15 more,56 years old,1k-5k Employees (India)
7129,Healthium Medtec...,3.8,(74 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 14 more",31 years old,501-1k Employees (India)
7130,Max Smart Super ...,4.2,(74 Reviews),New Delhi + 6 more,17 years old,10k-50k Employees (India),
7131,Hero Future Ener...,4.2,(74 Reviews),Private,"Delhi,NCT",11 years old,201-500 Employees (India)
7132,FAIRWAY ENTERPRI...,3.9,(74 Reviews),Pochampalli + 4 more,51-200 Employees (India),,
